Артикул;Наименование;ТИП;стиль;"МРЦ руб";"цвет арматуры";"цвет абажура";"материал арматуры";"материал абажура";"цвет встройки";"цвет кабеля/цепи";производитель;цоколь;напряжение;"мощность ламп";"степень защиты";"кол-во ламп";диаметр;"диаметр абажура/плафона";ширина;высота;"диапазон регулировки min-max";коллекция;фото;вес;Количество
"LDW 1215-1 WT+GD";"Бра Lumina Deco Sorento LDW 1215-1 WT+GD";Бра;Современный;8550;золотой;белый;металл;стекло;золотой;;"Lumina Deco";E27;220-240;40;IP20;1;200;200;280;220;;;"https://luminadecoshop.ru/23704/bra-lumina-deco-sorento-ldw-1215-1-wtgd.jpg;https://luminadecoshop.ru/24260/bra-lumina-deco-sorento-ldw-1215-1-wtgd.jpg;https://luminadecoshop.ru/24858/bra-lumina-deco-sorento-ldw-1215-1-wtgd.jpg;https://luminadecoshop.ru/25196/bra-lumina-deco-sorento-ldw-1215-1-wtgd.jpg;https://luminadecoshop.ru/25401/bra-lumina-deco-sorento-ldw-1215-1-wtgd.jpg";2;45
"LDP 710-300 BK+MD";"Подвесной светильник Lumina Deco Ettore LDP 710-300 BK+MD";Светильники;Лофт;23350;черный;черный;"металл, стекло";"металл, стекло";бронза;бронза;"Lumina Deco";E27;220-240;40;IP20;1;330;330;;380;"500 - 1500";ETORRE;"https://luminadecoshop.ru/22318/podvesnoj-svetilnik-lumina-deco-ettore-ldp-710-300-bkmd.jpg;https://luminadecoshop.ru/22900/podvesnoj-svetilnik-lumina-deco-ettore-ldp-710-300-bkmd.jpg;https://luminadecoshop.ru/23423/podvesnoj-svetilnik-lumina-deco-ettore-ldp-710-300-bkmd.jpg;https://luminadecoshop.ru/23986/podvesnoj-svetilnik-lumina-deco-ettore-ldp-710-300-bkmd.jpg";"5,5 ";2
"LDP 710-300 GRANIT";"Подвесной светильник Lumina Deco Ettore LDP 710-300 GRANIT";Светильники;Лофт;17850;серебряный;серебряный;"металл, стекло";"металл, стекло";хром;хром;"Lumina Deco";E27;220-240;40;IP20;1;330;330;;380;"500 - 1500";ETORRE;"https://luminadecoshop.ru/22201/podvesnoj-svetilnik-lumina-deco-ettore-ldp-710-300-granit.jpg;https://luminadecoshop.ru/22780/podvesnoj-svetilnik-lumina-deco-ettore-ldp-710-300-granit.jpg;https://luminadecoshop.ru/23257/podvesnoj-svetilnik-lumina-deco-ettore-ldp-710-300-granit.jpg;https://luminadecoshop.ru/23726/podvesnoj-svetilnik-lumina-deco-ettore-ldp-710-300-granit.jpg";"5,5 ";1
"LDP 1222-1 CHR+WT";"Подвесная люстра Lumina Deco Atlanta LDP 1222-1 CHR+WT";Люстры;"Классический, Индустриальный";10550;хром;"белый, прозрачный";металл;стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;240;240;;;"450 - 1200";;"https://luminadecoshop.ru/28255/podvesnaya-lyustra-lumina-deco-atlanta-ldp-1222-1-chrwt.jpg;https://luminadecoshop.ru/28290/podvesnaya-lyustra-lumina-deco-atlanta-ldp-1222-1-chrwt.jpg;https://luminadecoshop.ru/28291/podvesnaya-lyustra-lumina-deco-atlanta-ldp-1222-1-chrwt.jpg;https://luminadecoshop.ru/28292/podvesnaya-lyustra-lumina-deco-atlanta-ldp-1222-1-chrwt.jpg;https://luminadecoshop.ru/25278/podvesnaya-lyustra-lumina-deco-atlanta-ldp-1222-1-chrwt.jpg";;4
"LDP 1233-3 MD";"Подвесная люстра Lumina Deco Elmont LDP 1233-3 MD";Люстры;"Современный, Классический";35850;янтарный;;металл;металл;янтарный;"прозрачный, янтарный";"Lumina Deco";E14;220-240;40;IP20;3;320;;320;550;"600 - 1000";;"https://luminadecoshop.ru/28260/podvesnaya-lyustra-lumina-deco-elmont-ldp-1233-3-md.jpg;https://luminadecoshop.ru/28309/podvesnaya-lyustra-lumina-deco-elmont-ldp-1233-3-md.jpg;https://luminadecoshop.ru/28310/podvesnaya-lyustra-lumina-deco-elmont-ldp-1233-3-md.jpg;https://luminadecoshop.ru/28311/podvesnaya-lyustra-lumina-deco-elmont-ldp-1233-3-md.jpg";6;5
"LDP 66247-6 WT+CHR";"Хрустальная подвесная люстра Lumina Deco Glamour LDP 66247-6 WT+CHR";Люстры;Классический;32000;"белый, хром";белый;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";660;150;660;600;"650 - 1300";GLAMOUR;"https://luminadecoshop.ru/22449/khrustalnaya-podvesnaya-lyustra-lumina-deco-glamour-ldp-66247-6-wtchr.jpg;https://luminadecoshop.ru/22480/khrustalnaya-podvesnaya-lyustra-lumina-deco-glamour-ldp-66247-6-wtchr.jpg;https://luminadecoshop.ru/22523/khrustalnaya-podvesnaya-lyustra-lumina-deco-glamour-ldp-66247-6-wtchr.jpg;https://luminadecoshop.ru/22561/khrustalnaya-podvesnaya-lyustra-lumina-deco-glamour-ldp-66247-6-wtchr.jpg";14;1
"LDP 9267-6 CHR";"Хрустальная подвесная люстра Lumina Deco Finezzia LDP 9267-6 CHR";Люстры;Классический;31000;"белый, хром";белый;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";700;150;700;600;"650 - 1500";"FINEZZIA ";"https://luminadecoshop.ru/22251/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-chr.jpg;https://luminadecoshop.ru/22316/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-chr.jpg;https://luminadecoshop.ru/25408/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-chr.jpg;https://luminadecoshop.ru/25535/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-chr.jpg";"12 ";4
"LDW 8010-1W F.GD";"Бра Lumina Deco Montego LDW 8010-1W F.GD";Бра;"Современный, Классический";7250;золотой;белый;металл;стекло;золотой;;"Lumina Deco";E14;220-240;40;IP20;1;;;140;300;;;"https://luminadecoshop.ru/22604/bra-lumina-deco-montego-ldw-8010-1w-fgd.jpg;https://luminadecoshop.ru/22656/bra-lumina-deco-montego-ldw-8010-1w-fgd.jpg;https://luminadecoshop.ru/22710/bra-lumina-deco-montego-ldw-8010-1w-fgd.jpg;https://luminadecoshop.ru/22823/bra-lumina-deco-montego-ldw-8010-1w-fgd.jpg";3,5;1
"LDW 8011-1W F.GD";"Бра Lumina Deco Donatti LDW 8011-1W F.GD";Бра;"Современный, Классический";7250;золотой;прозрачный;металл;стекло;золотой;;"Lumina Deco";E14;220-240;40;IP20;1;;;115;330;;;"https://luminadecoshop.ru/22871/bra-lumina-deco-donatti-ldw-8011-1w-fgd.jpg;https://luminadecoshop.ru/22897/bra-lumina-deco-donatti-ldw-8011-1w-fgd.jpg;https://luminadecoshop.ru/22948/bra-lumina-deco-donatti-ldw-8011-1w-fgd.jpg;https://luminadecoshop.ru/23003/bra-lumina-deco-donatti-ldw-8011-1w-fgd.jpg";2,6;17
"LDF 6030-3 CHR";"Торшер Lumina Deco Fredica LDF 6030-3 CHR";Торшеры;"Современный, Классический";18450;хром;белый;металл;стекло;хром;;"Lumina Deco";E27;220-240;40;IP20;3;;150;350;1550;;;https://luminadecoshop.ru/23702/torsher-lumina-deco-fredica-ldf-6030-3-chr.jpg;"10 ";9
"LDP 6032-10 BK+MD";"Подвесная люстра Lumina Deco Modica LDP 6032-10 BK+MD";Люстры;Современный;26400;"черный, бронза";белый;металл;стекло;бронза;прозрачный;"Lumina Deco";G9;220-240;;IP20;;700;120;;250;"350 - 1300";;"https://luminadecoshop.ru/22174/podvesnaya-lyustra-lumina-deco-modica-ldp-6032-10-bkmd.jpg;https://luminadecoshop.ru/22756/podvesnaya-lyustra-lumina-deco-modica-ldp-6032-10-bkmd.jpg";9;4
"LDP 6030-7 GD";"Подвесная люстра Lumina Deco Fredica LDP 6030-7 GD";Люстры;;21950;золотой;белый;металл;стекло;золотой;;"Lumina Deco";E27;220-240;40;IP20;7;;150;110;350;;;"https://luminadecoshop.ru/28266/podvesnaya-lyustra-lumina-deco-fredica-ldp-6030-7-gd.jpg;https://luminadecoshop.ru/28326/podvesnaya-lyustra-lumina-deco-fredica-ldp-6030-7-gd.jpg;https://luminadecoshop.ru/28327/podvesnaya-lyustra-lumina-deco-fredica-ldp-6030-7-gd.jpg;https://luminadecoshop.ru/28328/podvesnaya-lyustra-lumina-deco-fredica-ldp-6030-7-gd.jpg";"7 ";15
"LDP 6843-1 R.GD";"Подвесной светильник Lumina Deco Lauris LDP 6843-1 R.GD";Светильники;Современный;9100;"розовое золото";"розовое золото";"металл, стекло";стекло;розово-золотой;черный;"Lumina Deco";E27;220-240;40;IP20;1;160;160;;380;"450 - 1400";LAURIS;"https://luminadecoshop.ru/22176/podvesnoj-svetilnik-lumina-deco-lauris-ldp-6843-1-rgd.jpg;https://luminadecoshop.ru/22758/podvesnoj-svetilnik-lumina-deco-lauris-ldp-6843-1-rgd.jpg;https://luminadecoshop.ru/23234/podvesnoj-svetilnik-lumina-deco-lauris-ldp-6843-1-rgd.jpg";3;2
"LDP 8016-800 MD";"Подвесная люстра Lumina Deco Ringletti LDP 8016-800 MD";Люстры;Классический;48500;бронза;прозрачный;металл;хрусталь;бронза;прозрачный;"Lumina Deco";LED;220-240;;IP20;;800;;;300;;;"https://luminadecoshop.ru/22241/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-800-md.jpg;https://luminadecoshop.ru/22752/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-800-md.jpg;https://luminadecoshop.ru/23228/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-800-md.jpg;https://luminadecoshop.ru/23698/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-800-md.jpg;https://luminadecoshop.ru/24257/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-800-md.jpg;https://luminadecoshop.ru/24855/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-800-md.jpg";17;9
"LDP 8017-600 MD";"Подвесная люстра Lumina Deco Ringletti LDP 8017-600 MD";Люстры;Классический;57000;бронза;прозрачный;металл;хрусталь;бронза;прозрачный;"Lumina Deco";LED;220-240;;IP20;;600;;;400;;;"https://luminadecoshop.ru/22182/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8017-600-md.jpg;https://luminadecoshop.ru/22762/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8017-600-md.jpg;https://luminadecoshop.ru/23238/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8017-600-md.jpg;https://luminadecoshop.ru/23707/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8017-600-md.jpg;https://luminadecoshop.ru/24263/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8017-600-md.jpg;https://luminadecoshop.ru/24862/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8017-600-md.jpg;https://luminadecoshop.ru/25202/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8017-600-md.jpg";17;4
"LDP 6803 PR";"Подвесной светильник Lumina Deco Zubi LDP 6803 PR";Светильники;Лофт;6550;бронза;прозрачный;"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;;"280 - 1200";;https://luminadecoshop.ru/25938/podvesnoj-svetilnik-lumina-deco-zubi-ldp-6803-pr.jpg;2;4
"LDP 6833-2 CHR+WT";"Подвесной светильник Lumina Deco SIGNIA LDP 6833-2 CHR+WT";Новинки;Модерн;15600;хром;белый;металл;стекло;хром;прозрачный;"Lumina Deco";LED;220-240;10;IP20;2;140;140;;1000;;;"https://luminadecoshop.ru/26842/podvesnoj-svetilnik-lumina-deco-signia-ldp-6833-2-chrwt.jpg;https://luminadecoshop.ru/26843/podvesnoj-svetilnik-lumina-deco-signia-ldp-6833-2-chrwt.jpg;https://luminadecoshop.ru/26844/podvesnoj-svetilnik-lumina-deco-signia-ldp-6833-2-chrwt.jpg";2,45;1
"LDP 1215-200 WT+MD";"Подвесной светильник Lumina Deco Sorento LDP 1215-200 WT+MD";Светильники;Современный;9250;"белый, бронза";белый;металл;стекло;бронза;черный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;500;"500 - 1300";;"https://luminadecoshop.ru/23200/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-200-wtmd.jpg;https://luminadecoshop.ru/23293/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-200-wtmd.jpg;https://luminadecoshop.ru/23331/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-200-wtmd.jpg;https://luminadecoshop.ru/27428/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-200-wtmd.jpg;https://luminadecoshop.ru/27429/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-200-wtmd.jpg";2;47
"LDP 1215-300 WT+MD";"Подвесной светильник Lumina Deco Sorento LDP 1215-300 WT+MD";Светильники;Современный;11750;"белый, бронза";белый;металл;стекло;бронза;черный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;550;"550 - 1300";;"https://luminadecoshop.ru/23373/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-300-wtmd.jpg;https://luminadecoshop.ru/23420/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-300-wtmd.jpg;https://luminadecoshop.ru/23462/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-300-wtmd.jpg";3;15
"LDW 1215-1 WT+MD";"Бра Lumina Deco Sorento LDW 1215-1 WT+MD";Бра;Современный;8550;бронза;белый;металл;стекло;бронза;;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;220;;;"https://luminadecoshop.ru/22246/bra-lumina-deco-sorento-ldw-1215-1-wtmd.jpg;https://luminadecoshop.ru/24861/bra-lumina-deco-sorento-ldw-1215-1-wtmd.jpg;https://luminadecoshop.ru/25201/bra-lumina-deco-sorento-ldw-1215-1-wtmd.jpg;https://luminadecoshop.ru/25404/bra-lumina-deco-sorento-ldw-1215-1-wtmd.jpg;https://luminadecoshop.ru/25531/bra-lumina-deco-sorento-ldw-1215-1-wtmd.jpg";2;15
"LDP 8016-800-PR MD";"Подвесная люстра Lumina Deco Ringletti LDP 8016-800-PR MD";Люстры;Классический;47150;бронза;прозрачный;металл;хрусталь;бронза;прозрачный;"Lumina Deco";LED;220-240;;IP20;;;;;300;;;"https://luminadecoshop.ru/22170/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-800-pr-md.jpg;https://luminadecoshop.ru/22751/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-800-pr-md.jpg;https://luminadecoshop.ru/23227/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-800-pr-md.jpg;https://luminadecoshop.ru/23697/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-800-pr-md.jpg;https://luminadecoshop.ru/24256/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-800-pr-md.jpg";17;10
"LDW 0431-2 WT";"Бра Lumina Deco Rozzi LDW 0431-2 WT";Бра;;2800;;;;;;;"Lumina Deco";;;;;;;;;;;;https://luminadecoshop.ru/25539/bra-lumina-deco-rozzi-ldw-0431-2-wt.jpg;;96
"LDW 6011-1 CHR";"Бра Lumina Deco Granino LDW 6011-1 CHR";Бра;Современный;10450;"хром, серый";белый;металл;стекло;хром;;"Lumina Deco";E27;;40;IP20;;170;170;240;380;;;"https://luminadecoshop.ru/22447/bra-lumina-deco-granino-ldw-6011-1-chr.jpg;https://luminadecoshop.ru/22602/bra-lumina-deco-granino-ldw-6011-1-chr.jpg;https://luminadecoshop.ru/22654/bra-lumina-deco-granino-ldw-6011-1-chr.jpg";2,3;6
"LDP 8015-600 MD";"Подвесная люстра Lumina Deco Ringletti LDP 8015-600 MD";Люстры;Классический;32000;бронза;прозрачный;металл;стекло;бронза;прозрачный;"Lumina Deco";LED;220-240;;IP20;;600;;;400;;;"https://luminadecoshop.ru/22753/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-600-md.jpg;https://luminadecoshop.ru/22769/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-600-md.jpg;https://luminadecoshop.ru/23229/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-600-md.jpg;https://luminadecoshop.ru/23699/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-600-md.jpg";17;3
"LDP 8016-600 MD";"Подвесная люстра Lumina Deco Ringletti LDP 8016-600 MD";Люстры;Классический;38200;бронза;прозрачный;металл;хрусталь;бронза;прозрачный;"Lumina Deco";LED;220-240;;IP20;;600;;;300;;;"https://luminadecoshop.ru/22189/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-600-md.jpg;https://luminadecoshop.ru/22750/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-600-md.jpg;https://luminadecoshop.ru/23226/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-600-md.jpg;https://luminadecoshop.ru/23696/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-600-md.jpg;https://luminadecoshop.ru/24255/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-600-md.jpg;https://luminadecoshop.ru/24854/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8016-600-md.jpg";17;6
"LDW 6001-2 MD";"Бра Lumina Deco Zodiak LDW 6001-2 MD";Бра;"Современный, Лофт";8400;бронза;янтарный;металл;стекло;бронза;;"Lumina Deco";E27;220-240;40;IP20;2;;130;180;;;;"https://luminadecoshop.ru/28264/bra-lumina-deco-zodiak-ldw-6001-2-md.jpg;https://luminadecoshop.ru/28320/bra-lumina-deco-zodiak-ldw-6001-2-md.jpg;https://luminadecoshop.ru/28321/bra-lumina-deco-zodiak-ldw-6001-2-md.jpg";2;33
"LDW 6038 MD";"Бра Lumina Deco LDW 6038 MD";Бра;Классический;14250;бронза;прозрачный;металл;хрусталь;бронза;прозрачный;"Lumina Deco";E14;220-240;40;IP20;2;;;;;;;https://luminadecoshop.ru/23717/bra-lumina-deco-ldw-6038-md.jpg;3,8;14
"LDW 6040 MD";"Бра Lumina Deco LDW 6040 MD";Бра;Классический;12950;медь;прозрачный;металл;стекло;;;"Lumina Deco";E14;220-240;40;IP20;2;;;180;500;;;https://luminadecoshop.ru/24871/bra-lumina-deco-ldw-6040-md.jpg;4,3;7
"LDW 6041 MD";"Бра Lumina Deco LDW 6041 MD";Бра;Классический;12950;медь;прозрачный;металл;стекло;;;"Lumina Deco";E14;220-240;40;IP20;3;;;250;640;;;https://luminadecoshop.ru/25212/bra-lumina-deco-ldw-6041-md.jpg;3,9;8
"LDW 6042 MD";"Бра Lumina Deco LDW 6042 MD";Бра;Классический;11200;медь;прозрачный;металл;стекло;;;"Lumina Deco";E14;220-240;40;IP20;2;;;250;430;;;https://luminadecoshop.ru/25409/bra-lumina-deco-ldw-6042-md.jpg;2,9;6
"LDP 8015-400 MD";"Подвесная люстра Lumina Deco Ringletti LDP 8015-400 MD";Люстры;Классический;23000;бронза;прозрачный;металл;стекло;бронза;прозрачный;"Lumina Deco";LED;220-240;;IP20;;400;;;350;;;"https://luminadecoshop.ru/22749/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg;https://luminadecoshop.ru/23168/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg;https://luminadecoshop.ru/23201/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg;https://luminadecoshop.ru/23294/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg;https://luminadecoshop.ru/23332/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg;https://luminadecoshop.ru/23374/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg;https://luminadecoshop.ru/25410/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg";15;1
"LDP 8011-16 CHR";"Подвесная люстра Lumina Deco Donatti LDP 8011-16 CHR";Люстры;"Современный, Классический";72900;хром;прозрачный;металл;стекло;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;16;700;;700;600;"600 - 900";;"https://luminadecoshop.ru/22181/podvesnaya-lyustra-lumina-deco-donatti-ldp-8011-16-chr.jpg;https://luminadecoshop.ru/25277/podvesnaya-lyustra-lumina-deco-donatti-ldp-8011-16-chr.jpg";9;6
"LDP 8011-12 CHR";"Подвесная люстра Lumina Deco Donatti LDP 8011-12 CHR";Люстры;"Современный, Классический";54900;хром;прозрачный;металл;стекло;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;12;600;;600;500;"500 - 900";;"https://luminadecoshop.ru/22180/podvesnaya-lyustra-lumina-deco-donatti-ldp-8011-12-chr.jpg;https://luminadecoshop.ru/25275/podvesnaya-lyustra-lumina-deco-donatti-ldp-8011-12-chr.jpg";7;4
"LDP 6036-16 CHR";"Подвесной светильник Lumina Deco Alford LDP 6036-16 CHR";Люстры;"Современный, Модерн";20400;хром;белый;металл;стекло;хром;;"Lumina Deco";G9;220-240;28;IP20;16;;;650;;"500 - 900";;https://luminadecoshop.ru/22237/podvesnoj-svetilnik-lumina-deco-alford-ldp-6036-16-chr.jpg;5;7
"LDP 6033-25 MD";"Подвесной светильник Lumina Deco Marsiada LDP 6033-25 MD";Люстры;Современный;42800;бронза;белый;металл;стекло;бронза;прозрачный;"Lumina Deco";G4;220-240;28;IP20;25;700;120;700;250;"350 - 1200";;"https://luminadecoshop.ru/28061/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-25-md.jpg;https://luminadecoshop.ru/28063/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-25-md.jpg;https://luminadecoshop.ru/28065/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-25-md.jpg;https://luminadecoshop.ru/28067/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-25-md.jpg;https://luminadecoshop.ru/28069/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-25-md.jpg;https://luminadecoshop.ru/28071/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-25-md.jpg;https://luminadecoshop.ru/28073/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-25-md.jpg";6,4;8
"LDP 8020-6 GD+BK";"Подвесная люстра Lumina Deco Baltimore LDP 8020-6 GD+BK";Люстры;Классический;60500;золотой;черный;металл;ткань;золотой;прозрачный;"Lumina Deco";E14;220-240;40;IP20;6;750;;750;750;"750 - 1150";;"https://luminadecoshop.ru/26056/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-gdbk.jpg;https://luminadecoshop.ru/26070/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-gdbk.jpg;https://luminadecoshop.ru/26071/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-gdbk.jpg;https://luminadecoshop.ru/26072/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-gdbk.jpg";8;5
"LDP 8020-4 GD+BK";"Подвесная люстра Lumina Deco Baltimore LDP 8020-4 GD+BK";Люстры;Классический;39200;золотой;черный;металл;ткань;золотой;прозрачный;"Lumina Deco";E14;220-240;40;IP20;4;680;;680;750;"750 - 1150";;"https://luminadecoshop.ru/26054/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-4-gdbk.jpg;https://luminadecoshop.ru/26063/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-4-gdbk.jpg";6;7
"LDP 8020-6 CHR+WT";"Подвесная люстра Lumina Deco Baltimore LDP 8020-6 CHR+WT";Люстры;Классический;60500;хром;белый;металл;ткань;хром;прозрачный;"Lumina Deco";E14;220-240;40;IP20;6;750;;750;750;"750 - 1150";;"https://luminadecoshop.ru/26055/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-chrwt.jpg;https://luminadecoshop.ru/26067/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-chrwt.jpg;https://luminadecoshop.ru/26068/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-chrwt.jpg;https://luminadecoshop.ru/26069/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-chrwt.jpg";8;2
"LDP 8020-4 CHR+WT";"Подвесная люстра Lumina Deco Baltimore LDP 8020-4 CHR+WT";Люстры;Классический;39200;хром;белый;металл;ткань;хром;прозрачный;"Lumina Deco";E14;220-240;40;IP20;4;680;;680;750;"750 - 1150";;"https://luminadecoshop.ru/26053/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-4-chrwt.jpg;https://luminadecoshop.ru/26060/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-4-chrwt.jpg;https://luminadecoshop.ru/26061/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-4-chrwt.jpg;https://luminadecoshop.ru/26062/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-4-chrwt.jpg";6;5
"LDP 6025-1 GD";"Подвесной светильник Lumina Deco Bosco LDP 6025-1 GD";Люстры;Современный;10900;золотой;белый;"металл, стекло";стекло;золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;;150;210;210;"550 - 850";;https://luminadecoshop.ru/26057/podvesnoj-svetilnik-lumina-deco-bosco-ldp-6025-1-gd.jpg;2,3;1
"LDP 6025-3 GD";"Подвесной светильник Lumina Deco Bosco LDP 6025-3 GD";Люстры;Современный;26300;золотой;белый;"металл, стекло";стекло;золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;3;;150;210;210;"550 - 850";;https://luminadecoshop.ru/26058/podvesnoj-svetilnik-lumina-deco-bosco-ldp-6025-3-gd.jpg;6,1;5
"LDP 6033-15 MD";"Подвесной светильник Lumina Deco Marsiada LDP 6033-15 MD";Светильники;Современный;32350;бронза;;металл;стекло;бронза;прозрачный;"Lumina Deco";G4;220-240;28;IP20;15;600;120;600;250;"350 - 1600";;"https://luminadecoshop.ru/26059/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-15-md.jpg;https://luminadecoshop.ru/26064/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-15-md.jpg;https://luminadecoshop.ru/26065/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-15-md.jpg;https://luminadecoshop.ru/26066/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-15-md.jpg";5,3;13
"LDC 8040-7 CHR+PR";"Потолочная люстра Lumina Deco Devoli LDC 8040-7 CHR+PR";Люстры;"Современный, Индустриальный";33850;хром;прозрачный;металл;стекло;хром;;"Lumina Deco";E27;220-240;40;IP20;7;700;150;;400;;;"https://luminadecoshop.ru/26103/potolochnaya-lyustra-lumina-deco-devoli-ldc-8040-7-chrpr.jpg;https://luminadecoshop.ru/26120/potolochnaya-lyustra-lumina-deco-devoli-ldc-8040-7-chrpr.jpg;https://luminadecoshop.ru/26121/potolochnaya-lyustra-lumina-deco-devoli-ldc-8040-7-chrpr.jpg;https://luminadecoshop.ru/26122/potolochnaya-lyustra-lumina-deco-devoli-ldc-8040-7-chrpr.jpg";5,1;9
"LDP 6027-6 BK+MD";"Подвесной светильник Lumina Deco Vivaldo LDP 6027-6 BK+MD";Люстры;Современный;29200;"черный, бронза";прозрачный;металл;стекло;бронза;;"Lumina Deco";E14;220-240;40;IP20;;900;150;900;;"700 - 1200";;https://luminadecoshop.ru/26098/podvesnoj-svetilnik-lumina-deco-vivaldo-ldp-6027-6-bkmd.jpg;4,1;1
