Артикул;Наименование;ТИП;стиль;"МРЦ руб";"цвет арматуры";"цвет абажура";"материал арматуры";"материал абажура";"цвет встройки";"цвет кабеля/цепи";производитель;цоколь;напряжение;"мощность ламп";"степень защиты";"кол-во ламп";диаметр;"диаметр абажура/плафона";ширина;высота;"диапазон регулировки min-max";коллекция;фото;вес;Количество
"LDP 6863-3 BK+WT";"Подвесной светильник Lumina Deco Eligio LDP 6863-3 BK+WT";Светильники;Индустриальный;24480;черный;черный;металл;"металл, стекло";черный;черный;"Lumina Deco";E27;220-240;40;IP20;3;400;400;;420;"400 - 1300";ELIGIO;"https://luminadecoshop.ru/22380/podvesnoj-svetilnik-lumina-deco-eligio-ldp-6863-3-bkwt.jpg;https://luminadecoshop.ru/22381/podvesnoj-svetilnik-lumina-deco-eligio-ldp-6863-3-bkwt.jpg;https://luminadecoshop.ru/23937/podvesnoj-svetilnik-lumina-deco-eligio-ldp-6863-3-bkwt.jpg;https://luminadecoshop.ru/25858/podvesnoj-svetilnik-lumina-deco-eligio-ldp-6863-3-bkwt.jpg";6;2
"LDP 11337 SL";"Подвесной светильник Lumina Deco Bessa LDP 11337 SL";Светильники;"Современный, Лофт";8900;"серебряный, прозрачный";"серебряный, прозрачный";"металл, стекло";"металл, стекло";серебряный;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;350;"400 - 1300";BESSA;"https://luminadecoshop.ru/22437/podvesnoj-svetilnik-lumina-deco-bessa-ldp-11337-sl.jpg;https://luminadecoshop.ru/22438/podvesnoj-svetilnik-lumina-deco-bessa-ldp-11337-sl.jpg;https://luminadecoshop.ru/22439/podvesnoj-svetilnik-lumina-deco-bessa-ldp-11337-sl.jpg;https://luminadecoshop.ru/22440/podvesnoj-svetilnik-lumina-deco-bessa-ldp-11337-sl.jpg;https://luminadecoshop.ru/25897/podvesnoj-svetilnik-lumina-deco-bessa-ldp-11337-sl.jpg";"4 ";4
"LDW 049-2";"Бра Lumina Deco Ameli LDW 049-2";Бра;Современный;12600;"черный, хром";"черный, золотой";"металл, ткань";ткань;хром;;"Lumina Deco";E14;220-240;40;IP20;2;;;420;340;;;"https://luminadecoshop.ru/22167/bra-lumina-deco-ameli-ldw-049-2.jpg;https://luminadecoshop.ru/22435/bra-lumina-deco-ameli-ldw-049-2.jpg;https://luminadecoshop.ru/22436/bra-lumina-deco-ameli-ldw-049-2.jpg;https://luminadecoshop.ru/23309/bra-lumina-deco-ameli-ldw-049-2.jpg";3;4
"LDW 052-2";"Бра Lumina Deco Viverra LDW 052-2";Бра;Современный;12600;"серебряный, хром";серебряный;"металл, ткань";ткань;хром;;"Lumina Deco";E14;220-240;40;IP20;2;;;500;400;;VIVERRA;"https://luminadecoshop.ru/23310/bra-lumina-deco-viverra-ldw-052-2.jpg;https://luminadecoshop.ru/23311/bra-lumina-deco-viverra-ldw-052-2.jpg;https://luminadecoshop.ru/25355/bra-lumina-deco-viverra-ldw-052-2.jpg";"4 ";7
"LDP 090 BK";"Подвесной светильник Lumina Deco Bolzano LDP 090 BK";Светильники;Современный;5500;черный;черный;"металл, ткань";"металл, ткань";черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;420;420;;450;"500 - 1200";BOLZANO;"https://luminadecoshop.ru/25312/podvesnoj-svetilnik-lumina-deco-bolzano-ldp-090-bk.jpg;https://luminadecoshop.ru/25344/podvesnoj-svetilnik-lumina-deco-bolzano-ldp-090-bk.jpg;https://luminadecoshop.ru/25374/podvesnoj-svetilnik-lumina-deco-bolzano-ldp-090-bk.jpg;https://luminadecoshop.ru/25510/podvesnoj-svetilnik-lumina-deco-bolzano-ldp-090-bk.jpg;https://luminadecoshop.ru/25517/podvesnoj-svetilnik-lumina-deco-bolzano-ldp-090-bk.jpg";"4 ";2
"LDP 090 WT";"Подвесной светильник Lumina Deco Bolzano LDP 090 WT";Светильники;Современный;5500;белый;белый;"металл, ткань";"металл, ткань";белый;белый;"Lumina Deco";E27;220-240;40;IP20;1;420;420;-;450;"500 - 1200";BOLZANO;"https://luminadecoshop.ru/22461/podvesnoj-svetilnik-lumina-deco-bolzano-ldp-090-wt.jpg;https://luminadecoshop.ru/22462/podvesnoj-svetilnik-lumina-deco-bolzano-ldp-090-wt.jpg;https://luminadecoshop.ru/22582/podvesnoj-svetilnik-lumina-deco-bolzano-ldp-090-wt.jpg;https://luminadecoshop.ru/23793/podvesnoj-svetilnik-lumina-deco-bolzano-ldp-090-wt.jpg;https://luminadecoshop.ru/25372/podvesnoj-svetilnik-lumina-deco-bolzano-ldp-090-wt.jpg";"4 ";2
"LDP 107-300 CHR";"Подвесной светильник Lumina Deco Lobos LDP 107-300 CHR";Светильники;Современный;9800;хром;хром;"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;330;"350 - 1300";"LOBOS ";"https://luminadecoshop.ru/22463/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-300-chr.jpg;https://luminadecoshop.ru/22464/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-300-chr.jpg;https://luminadecoshop.ru/22466/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-300-chr.jpg;https://luminadecoshop.ru/23886/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-300-chr.jpg;https://luminadecoshop.ru/25947/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-300-chr.jpg";"4 ";52
"LDP 107-300 GD";"Подвесной светильник Lumina Deco Lobos LDP 107-300 GD";Светильники;Современный;9800;золотой;золотой;"металл, стекло";стекло;золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;330;"350 - 1300";"LOBOS ";"https://luminadecoshop.ru/22469/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-300-gd.jpg;https://luminadecoshop.ru/22470/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-300-gd.jpg;https://luminadecoshop.ru/24139/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-300-gd.jpg;https://luminadecoshop.ru/25950/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-300-gd.jpg";"4 ";7
"LDP 108-300 R.GD";"Подвесной светильник Lumina Deco Ibiza LDP 108-300 R.GD";Светильники;Современный;8850;"розовое золото";"розовое золото, прозрачный";металл;стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;320;"350 - 1500";IBIZA;"https://luminadecoshop.ru/22471/podvesnoj-svetilnik-lumina-deco-ibiza-ldp-108-300-rgd.jpg;https://luminadecoshop.ru/22583/podvesnoj-svetilnik-lumina-deco-ibiza-ldp-108-300-rgd.jpg;https://luminadecoshop.ru/22585/podvesnoj-svetilnik-lumina-deco-ibiza-ldp-108-300-rgd.jpg;https://luminadecoshop.ru/24140/podvesnoj-svetilnik-lumina-deco-ibiza-ldp-108-300-rgd.jpg";"4 ";37
"LDP 1113 BK";"Подвесной светильник Lumina Deco Veneziana LDP 1113 BK";Светильники;Современный;19320;черный;черный;"металл, стекло, ткань";ткань;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;250;250;;450;"500 - 1800";VENEZIANA;"https://luminadecoshop.ru/28675/podvesnoj-svetilnik-lumina-deco-veneziana-ldp-1113-bk.jpg;https://luminadecoshop.ru/28679/podvesnoj-svetilnik-lumina-deco-veneziana-ldp-1113-bk.jpg;https://luminadecoshop.ru/28680/podvesnoj-svetilnik-lumina-deco-veneziana-ldp-1113-bk.jpg;https://luminadecoshop.ru/28681/podvesnoj-svetilnik-lumina-deco-veneziana-ldp-1113-bk.jpg;https://luminadecoshop.ru/28682/podvesnoj-svetilnik-lumina-deco-veneziana-ldp-1113-bk.jpg";3,5;20
"LDP 119-300 CHR";"Подвесной светильник Lumina Deco Falco LDP 119-300 CHR";Светильники;Лофт;41400;хром;"прозрачный, хром";металл;"металл, стекло";хром;"прозрачный, хром";"Lumina Deco";E27;220-240;40;IP20;1;400;400;;450;"500 - 1400";FALCO;"https://luminadecoshop.ru/23888/podvesnoj-svetilnik-lumina-deco-falco-ldp-119-300-chr.jpg;https://luminadecoshop.ru/25922/podvesnoj-svetilnik-lumina-deco-falco-ldp-119-300-chr.jpg;https://luminadecoshop.ru/27884/podvesnoj-svetilnik-lumina-deco-falco-ldp-119-300-chr.jpg;https://luminadecoshop.ru/27901/podvesnoj-svetilnik-lumina-deco-falco-ldp-119-300-chr.jpg";4,5;7
"LDP 119-300 MD";"Подвесной светильник Lumina Deco Falco LDP 119-300 MD";Светильники;Лофт;41400;бронза;"прозрачный, бронза";металл;"металл, стекло";бронза;"прозрачный, бронза";"Lumina Deco";E27;220-240;40;IP20;1;400;400;;450;"500 - 1400";FALCO;"https://luminadecoshop.ru/24127/podvesnoj-svetilnik-lumina-deco-falco-ldp-119-300-md.jpg;https://luminadecoshop.ru/27885/podvesnoj-svetilnik-lumina-deco-falco-ldp-119-300-md.jpg;https://luminadecoshop.ru/27902/podvesnoj-svetilnik-lumina-deco-falco-ldp-119-300-md.jpg;https://luminadecoshop.ru/27903/podvesnoj-svetilnik-lumina-deco-falco-ldp-119-300-md.jpg;https://luminadecoshop.ru/27904/podvesnoj-svetilnik-lumina-deco-falco-ldp-119-300-md.jpg";4,5;3
"LDC 7102-450 GD";"Хрустальная потолочная люстра Lumina Deco SOFT LINE LDC 7102-450 GD";Светильники;Современный;12900;золотой;золотой;"металл, алюминий, хрусталь";"алюминий, хрусталь";хром;;"Lumina Deco";"E14, G4";220-240;20;IP20;6-9;450;450;;300;нет;"SOFTLINE ";"https://luminadecoshop.ru/23799/khrustalnaya-potolochnaya-lyustra-lumina-deco-soft-line-ldc-7102-450-gd.jpg;https://luminadecoshop.ru/23807/khrustalnaya-potolochnaya-lyustra-lumina-deco-soft-line-ldc-7102-450-gd.jpg;https://luminadecoshop.ru/24611/khrustalnaya-potolochnaya-lyustra-lumina-deco-soft-line-ldc-7102-450-gd.jpg;https://luminadecoshop.ru/25784/khrustalnaya-potolochnaya-lyustra-lumina-deco-soft-line-ldc-7102-450-gd.jpg;https://luminadecoshop.ru/25932/khrustalnaya-potolochnaya-lyustra-lumina-deco-soft-line-ldc-7102-450-gd.jpg";"7 ";1
"LDT 2210 WT";"Настольная лампа Lumina Deco Nig LDT 2210 WT";"Настольные лампы";Современный;14700;"белый, хром";белый;"металл, стекло, ткань";ткань;;черный;"Lumina Deco";E27;220-240;40;IP20;1;;300;300;750;;;"https://luminadecoshop.ru/22533/nastolnaya-lampa-lumina-deco-nig-ldt-2210-wt.jpg;https://luminadecoshop.ru/22534/nastolnaya-lampa-lumina-deco-nig-ldt-2210-wt.jpg;https://luminadecoshop.ru/23139/nastolnaya-lampa-lumina-deco-nig-ldt-2210-wt.jpg;https://luminadecoshop.ru/23140/nastolnaya-lampa-lumina-deco-nig-ldt-2210-wt.jpg;https://luminadecoshop.ru/25343/nastolnaya-lampa-lumina-deco-nig-ldt-2210-wt.jpg";5;1
"LDP 6018-500 BK";"Подвесной светильник Lumina Deco Stilio LDP 6018-500 BK";Светильники;Современный;29150;черный;черный;"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;3;500;500;;250;"300 - 1500";STILIO;"https://luminadecoshop.ru/22541/podvesnoj-svetilnik-lumina-deco-stilio-ldp-6018-500-bk.jpg;https://luminadecoshop.ru/22542/podvesnoj-svetilnik-lumina-deco-stilio-ldp-6018-500-bk.jpg;https://luminadecoshop.ru/23925/podvesnoj-svetilnik-lumina-deco-stilio-ldp-6018-500-bk.jpg;https://luminadecoshop.ru/25945/podvesnoj-svetilnik-lumina-deco-stilio-ldp-6018-500-bk.jpg";"7 ";10
"LDP 66251-12";"Хрустальная подвесная люстра Lumina Deco Bianca LDP 66251-12";Люстры;Классический;157400;"кремовый, бронза";кремовый;"металл, стекло, хрусталь, ткань";ткань;бронза;"прозрачный, бронза";"Lumina Deco";E14;220-240;40;IP20;"12, 10 и выше";880;130;880;780;"800 - 1700";BIANCA;"https://luminadecoshop.ru/22611/khrustalnaya-podvesnaya-lyustra-lumina-deco-bianca-ldp-66251-12.jpg;https://luminadecoshop.ru/22612/khrustalnaya-podvesnaya-lyustra-lumina-deco-bianca-ldp-66251-12.jpg;https://luminadecoshop.ru/22865/khrustalnaya-podvesnaya-lyustra-lumina-deco-bianca-ldp-66251-12.jpg;https://luminadecoshop.ru/23686/khrustalnaya-podvesnaya-lyustra-lumina-deco-bianca-ldp-66251-12.jpg;https://luminadecoshop.ru/23756/khrustalnaya-podvesnaya-lyustra-lumina-deco-bianca-ldp-66251-12.jpg;https://luminadecoshop.ru/24704/khrustalnaya-podvesnaya-lyustra-lumina-deco-bianca-ldp-66251-12.jpg";20;2
"LDP 081013-200 WT";"Подвесной светильник Lumina Deco Aurora LDP 081013-200 WT";Светильники;Современный;6200;белый;белый;металл;металл;хром;белый;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;200;"400 - 900";AURORA;"https://luminadecoshop.ru/22623/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-200-wt.jpg;https://luminadecoshop.ru/22624/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-200-wt.jpg;https://luminadecoshop.ru/22625/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-200-wt.jpg;https://luminadecoshop.ru/23989/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-200-wt.jpg";;1
"LDP 081013-300 BK";"Подвесной светильник Lumina Deco Aurora LDP 081013-300 BK";Светильники;Современный;10800;черный;черный;металл;металл;хром;черный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;300;"400 - 900";AURORA;"https://luminadecoshop.ru/22626/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-300-bk.jpg;https://luminadecoshop.ru/22627/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-300-bk.jpg;https://luminadecoshop.ru/22628/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-300-bk.jpg;https://luminadecoshop.ru/22629/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-300-bk.jpg;https://luminadecoshop.ru/22658/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-300-bk.jpg";;3
"LDP 081013-300 CHR";"Подвесной светильник Lumina Deco Aurora LDP 081013-300 CHR";Светильники;Современный;10800;хром;хром;металл;металл;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;300;"400 - 900";AURORA;"https://luminadecoshop.ru/22630/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-300-chr.jpg;https://luminadecoshop.ru/22632/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-300-chr.jpg;https://luminadecoshop.ru/22633/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-300-chr.jpg;https://luminadecoshop.ru/24736/podvesnoj-svetilnik-lumina-deco-aurora-ldp-081013-300-chr.jpg";;3
"LDP 1103-480";"Подвесной светильник Lumina Deco Eviante LDP 1103-480";Светильники;Современный;31680;белый;белый;"металл, стекло";стекло;серебряный;прозрачный;"Lumina Deco";E27;220-240;40;IP20;5;480;480;;200;"400 - 900";EVIANTE;"https://luminadecoshop.ru/23540/podvesnoj-svetilnik-lumina-deco-eviante-ldp-1103-480.jpg;https://luminadecoshop.ru/23541/podvesnoj-svetilnik-lumina-deco-eviante-ldp-1103-480.jpg;https://luminadecoshop.ru/24088/podvesnoj-svetilnik-lumina-deco-eviante-ldp-1103-480.jpg";"5,5 ";3
"LDP 7019-400 PR";"Подвесной светильник Lumina Deco Gusto LDP 7019-400 PR";Светильники;Современный;30150;прозрачный;прозрачный;"металл, стекло, хрусталь";стекло;хром;прозрачный;"Lumina Deco";G4;220-240;20;IP20;"6-9, 9";400;400;;250;"350 - 1500";GUSTO;"https://luminadecoshop.ru/22676/podvesnoj-svetilnik-lumina-deco-gusto-ldp-7019-400-pr.jpg;https://luminadecoshop.ru/22677/podvesnoj-svetilnik-lumina-deco-gusto-ldp-7019-400-pr.jpg;https://luminadecoshop.ru/22678/podvesnoj-svetilnik-lumina-deco-gusto-ldp-7019-400-pr.jpg;https://luminadecoshop.ru/23073/podvesnoj-svetilnik-lumina-deco-gusto-ldp-7019-400-pr.jpg;https://luminadecoshop.ru/24058/podvesnoj-svetilnik-lumina-deco-gusto-ldp-7019-400-pr.jpg";"7 ";10
"LDP 7712-3 PR WT";"Подвесной светильник Lumina Deco Foggi LDP 7712-3 PR WT";Светильники;"Современный, Индустриальный, Лофт";21600;"белый, золотой";"белый, золотой";алюминий;алюминий;серебряный;белый;"Lumina Deco";E27;220-240;40;IP20;3;;;600;400;"450 - 1100";"FOGGI ";"https://luminadecoshop.ru/22685/podvesnoj-svetilnik-lumina-deco-foggi-ldp-7712-3-pr-wt.jpg;https://luminadecoshop.ru/22686/podvesnoj-svetilnik-lumina-deco-foggi-ldp-7712-3-pr-wt.jpg;https://luminadecoshop.ru/22687/podvesnoj-svetilnik-lumina-deco-foggi-ldp-7712-3-pr-wt.jpg;https://luminadecoshop.ru/23096/podvesnoj-svetilnik-lumina-deco-foggi-ldp-7712-3-pr-wt.jpg;https://luminadecoshop.ru/23097/podvesnoj-svetilnik-lumina-deco-foggi-ldp-7712-3-pr-wt.jpg;https://luminadecoshop.ru/23098/podvesnoj-svetilnik-lumina-deco-foggi-ldp-7712-3-pr-wt.jpg;https://luminadecoshop.ru/25362/podvesnoj-svetilnik-lumina-deco-foggi-ldp-7712-3-pr-wt.jpg";6;8
"LDP 8033-6 SL";"Хрустальная подвесная люстра Lumina Deco Bellisica LDP 8033-6 SL";Люстры;Классический;29600;"серебряный, хром";серебряный;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";660;150;660;600;"650 - 1500";BELLISICA;"https://luminadecoshop.ru/22691/khrustalnaya-podvesnaya-lyustra-lumina-deco-bellisica-ldp-8033-6-sl.jpg;https://luminadecoshop.ru/22692/khrustalnaya-podvesnaya-lyustra-lumina-deco-bellisica-ldp-8033-6-sl.jpg;https://luminadecoshop.ru/23573/khrustalnaya-podvesnaya-lyustra-lumina-deco-bellisica-ldp-8033-6-sl.jpg;https://luminadecoshop.ru/23574/khrustalnaya-podvesnaya-lyustra-lumina-deco-bellisica-ldp-8033-6-sl.jpg;https://luminadecoshop.ru/23787/khrustalnaya-podvesnaya-lyustra-lumina-deco-bellisica-ldp-8033-6-sl.jpg;https://luminadecoshop.ru/24678/khrustalnaya-podvesnaya-lyustra-lumina-deco-bellisica-ldp-8033-6-sl.jpg";"12 ";5
"LDT 305 WT";"Настольная лампа Lumina Deco Banker LDT 305 WT";"Настольные лампы";Классический;13920;"белый, бронза";белый;металл;стекло;;черный;"Lumina Deco";E27;220-240;40;IP20;1;;280;280;380;да;BANKER;"https://luminadecoshop.ru/22918/nastolnaya-lampa-lumina-deco-banker-ldt-305-wt.jpg;https://luminadecoshop.ru/22919/nastolnaya-lampa-lumina-deco-banker-ldt-305-wt.jpg;https://luminadecoshop.ru/22920/nastolnaya-lampa-lumina-deco-banker-ldt-305-wt.jpg;https://luminadecoshop.ru/25675/nastolnaya-lampa-lumina-deco-banker-ldt-305-wt.jpg";"4 ";46
"LDW 8903-2";"Бра Lumina Deco Negrio LDW 8903-2";Бра;Классический;13900;"черный, хром";черный;"металл, хрусталь, ткань";ткань;хром;;"Lumina Deco";E14;220-240;40;IP20;2;;140;340;360;;NEGRIO;"https://luminadecoshop.ru/22694/bra-lumina-deco-negrio-ldw-8903-2.jpg;https://luminadecoshop.ru/23320/bra-lumina-deco-negrio-ldw-8903-2.jpg;https://luminadecoshop.ru/23321/bra-lumina-deco-negrio-ldw-8903-2.jpg";4,5;2
"LDP 8926-6 WT+CHR";"Хрустальная подвесная люстра Lumina Deco Milesia LDP 8926-6 WT+CHR";Люстры;Классический;41200;"белый, хром";белый;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";700;150;700;680;"700 - 1300";MILESIA;"https://luminadecoshop.ru/23716/khrustalnaya-podvesnaya-lyustra-lumina-deco-milesia-ldp-8926-6-wtchr.jpg;https://luminadecoshop.ru/24268/khrustalnaya-podvesnaya-lyustra-lumina-deco-milesia-ldp-8926-6-wtchr.jpg;https://luminadecoshop.ru/24869/khrustalnaya-podvesnaya-lyustra-lumina-deco-milesia-ldp-8926-6-wtchr.jpg;https://luminadecoshop.ru/25210/khrustalnaya-podvesnaya-lyustra-lumina-deco-milesia-ldp-8926-6-wtchr.jpg";"12 ";6
"LDF 2008 CHR";"Торшер Lumina Deco Evolio LDF 2008 CHR";Торшеры;Современный;23450;хром;хром;металл;металл;;черный;"Lumina Deco";E27;220-240;40;IP20;1;;300;1500;1600;да;EVOLIO;"https://luminadecoshop.ru/22714/torsher-lumina-deco-evolio-ldf-2008-chr.jpg;https://luminadecoshop.ru/23884/torsher-lumina-deco-evolio-ldf-2008-chr.jpg;https://luminadecoshop.ru/25706/torsher-lumina-deco-evolio-ldf-2008-chr.jpg";15;2
"LDP 9267-6 GD";"Хрустальная подвесная люстра Lumina Deco Finezzia LDP 9267-6 GD";Люстры;Классический;41800;"кремовый, хром";кремовый;"металл, хрусталь, пластик";пластик;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";700;150;700;600;"650 - 1500";"FINEZZIA ";"https://luminadecoshop.ru/22723/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-gd.jpg;https://luminadecoshop.ru/22724/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-gd.jpg;https://luminadecoshop.ru/22725/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-gd.jpg;https://luminadecoshop.ru/22726/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-gd.jpg;https://luminadecoshop.ru/24020/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-gd.jpg;https://luminadecoshop.ru/24698/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-gd.jpg";"13 ";6
"LDP 10121-6";"Подвесной светильник Lumina Deco Gelikon LDP 10121-6";Светильники;Современный;14900;"белый, хром";белый;"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;"6, 6-9";500;500;;500;"550 - 1100";"GELIKON ";"https://luminadecoshop.ru/22727/podvesnoj-svetilnik-lumina-deco-gelikon-ldp-10121-6.jpg;https://luminadecoshop.ru/22728/podvesnoj-svetilnik-lumina-deco-gelikon-ldp-10121-6.jpg;https://luminadecoshop.ru/23074/podvesnoj-svetilnik-lumina-deco-gelikon-ldp-10121-6.jpg;https://luminadecoshop.ru/23075/podvesnoj-svetilnik-lumina-deco-gelikon-ldp-10121-6.jpg;https://luminadecoshop.ru/23970/podvesnoj-svetilnik-lumina-deco-gelikon-ldp-10121-6.jpg;https://luminadecoshop.ru/25920/podvesnoj-svetilnik-lumina-deco-gelikon-ldp-10121-6.jpg";"7 ";9
"LDP 081018-5";"Подвесной светильник Lumina Deco Boategga LDP 081018-5";Светильники;Современный;8800;"белый, хром";"белый, хром";"металл, стекло";"металл, стекло";хром;прозрачный;"Lumina Deco";"E27, E14";220-240;40;IP20;5;600;"150 , 250";600;300;"400 - 900";BOATEGGA;"https://luminadecoshop.ru/22731/podvesnoj-svetilnik-lumina-deco-boategga-ldp-081018-5.jpg;https://luminadecoshop.ru/22732/podvesnoj-svetilnik-lumina-deco-boategga-ldp-081018-5.jpg;https://luminadecoshop.ru/22733/podvesnoj-svetilnik-lumina-deco-boategga-ldp-081018-5.jpg;https://luminadecoshop.ru/23963/podvesnoj-svetilnik-lumina-deco-boategga-ldp-081018-5.jpg;https://luminadecoshop.ru/25926/podvesnoj-svetilnik-lumina-deco-boategga-ldp-081018-5.jpg";5;1
"LDP 10171";"Хрустальная подвесная люстра Lumina Deco Belladoria LDP 10171";Люстры;Классический;86000;"прозрачный, бронза";"прозрачный, бронза";"металл, хрусталь";хрусталь;бронза;"прозрачный, бронза";"Lumina Deco";E14;220-240;40;IP20;"10 и выше";500;;500;600;"650 - 1500";BELLADORIA;"https://luminadecoshop.ru/22738/khrustalnaya-podvesnaya-lyustra-lumina-deco-belladoria-ldp-10171.jpg;https://luminadecoshop.ru/22739/khrustalnaya-podvesnaya-lyustra-lumina-deco-belladoria-ldp-10171.jpg;https://luminadecoshop.ru/22740/khrustalnaya-podvesnaya-lyustra-lumina-deco-belladoria-ldp-10171.jpg;https://luminadecoshop.ru/22741/khrustalnaya-podvesnaya-lyustra-lumina-deco-belladoria-ldp-10171.jpg;https://luminadecoshop.ru/24019/khrustalnaya-podvesnaya-lyustra-lumina-deco-belladoria-ldp-10171.jpg;https://luminadecoshop.ru/24702/khrustalnaya-podvesnaya-lyustra-lumina-deco-belladoria-ldp-10171.jpg;https://luminadecoshop.ru/25659/khrustalnaya-podvesnaya-lyustra-lumina-deco-belladoria-ldp-10171.jpg";16;1
"LDP 11003-1 BK";"Подвесной светильник Lumina Deco Frudo LDP 11003-1 BK";Светильники;Современный;7680;"черный, прозрачный";"черный, прозрачный";"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;180;180;;250;"300 - 1250";Frudo;"https://luminadecoshop.ru/24028/podvesnoj-svetilnik-lumina-deco-frudo-ldp-11003-1-bk.jpg;https://luminadecoshop.ru/24560/podvesnoj-svetilnik-lumina-deco-frudo-ldp-11003-1-bk.jpg;https://luminadecoshop.ru/24561/podvesnoj-svetilnik-lumina-deco-frudo-ldp-11003-1-bk.jpg;https://luminadecoshop.ru/24562/podvesnoj-svetilnik-lumina-deco-frudo-ldp-11003-1-bk.jpg;https://luminadecoshop.ru/24563/podvesnoj-svetilnik-lumina-deco-frudo-ldp-11003-1-bk.jpg;https://luminadecoshop.ru/24565/podvesnoj-svetilnik-lumina-deco-frudo-ldp-11003-1-bk.jpg";3;1
"LDP 11327-1 WT";"Подвесной светильник Lumina Deco Capri LDP 11327-1 WT";Светильники;"Классический, Лофт";5200;белый;белый;"металл, стекло";"металл, стекло";белый;"белый, прозрачный";"Lumina Deco";E27;220-240;40;IP20;1;200;95;200;250;"300 - 1200";CAPRI;"https://luminadecoshop.ru/22828/podvesnoj-svetilnik-lumina-deco-capri-ldp-11327-1-wt.jpg;https://luminadecoshop.ru/22829/podvesnoj-svetilnik-lumina-deco-capri-ldp-11327-1-wt.jpg;https://luminadecoshop.ru/22917/podvesnoj-svetilnik-lumina-deco-capri-ldp-11327-1-wt.jpg;https://luminadecoshop.ru/24111/podvesnoj-svetilnik-lumina-deco-capri-ldp-11327-1-wt.jpg;https://luminadecoshop.ru/25360/podvesnoj-svetilnik-lumina-deco-capri-ldp-11327-1-wt.jpg";2,5;23
