Артикул;Наименование;ТИП;стиль;"МРЦ руб";"цвет арматуры";"цвет абажура";"материал арматуры";"материал абажура";"цвет встройки";"цвет кабеля/цепи";производитель;цоколь;напряжение;"мощность ламп";"степень защиты";"кол-во ламп";диаметр;"диаметр абажура/плафона";ширина;высота;"диапазон регулировки min-max";коллекция;фото;вес;Количество
"LDP 1250-6 CHR";"Подвесная люстра Lumina Deco Archetype LDP 1250-6 CHR";Люстры;"Классический, Индустриальный";49440;"прозрачный, хром";прозрачный;"хрусталь, стекло, металл";стекло;хром;хром;"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";560;;;580;"600 - 1400";;"https://luminadecoshop.ru/24356/podvesnaya-lyustra-lumina-deco-archetype-ldp-1250-6-chr.jpg;https://luminadecoshop.ru/24467/podvesnaya-lyustra-lumina-deco-archetype-ldp-1250-6-chr.jpg;https://luminadecoshop.ru/24652/podvesnaya-lyustra-lumina-deco-archetype-ldp-1250-6-chr.jpg";;4
"LDP 1249-4 CHR+BK";"Подвесная люстра Lumina Deco Montero LDP 1249-4 CHR+BK";Люстры;"Классический, Индустриальный";27400;"черный, хром";черный;"ткань, хрусталь, стекло, металл";ткань;хром;хром;"Lumina Deco";E14;220-240;40;IP20;4;600;;;630;"650 - 1400";;"https://luminadecoshop.ru/24357/podvesnaya-lyustra-lumina-deco-montero-ldp-1249-4-chrbk.jpg;https://luminadecoshop.ru/24466/podvesnaya-lyustra-lumina-deco-montero-ldp-1249-4-chrbk.jpg;https://luminadecoshop.ru/24649/podvesnaya-lyustra-lumina-deco-montero-ldp-1249-4-chrbk.jpg";;14
"LDP 1250-12 CHR";"Подвесная люстра Lumina Deco Archetype LDP 1250-12 CHR";Люстры;"Классический, Индустриальный";57960;"прозрачный, хром";прозрачный;"хрусталь, стекло, металл";стекло;хром;хром;"Lumina Deco";E14;220-240;40;IP20;"12, 10 и выше";710;;;700;"750 - 1500";;"https://luminadecoshop.ru/24358/podvesnaya-lyustra-lumina-deco-archetype-ldp-1250-12-chr.jpg;https://luminadecoshop.ru/24374/podvesnaya-lyustra-lumina-deco-archetype-ldp-1250-12-chr.jpg;https://luminadecoshop.ru/24416/podvesnaya-lyustra-lumina-deco-archetype-ldp-1250-12-chr.jpg;https://luminadecoshop.ru/24653/podvesnaya-lyustra-lumina-deco-archetype-ldp-1250-12-chr.jpg";;10
"LDP 1248-8 BK";"Хрустальная подвесная люстра Lumina Deco Fianelo LDP 1248-8 BK";Люстры;"Классический, Индустриальный";58320;"черный, хром";черный;"ткань, хрусталь, стекло, металл";ткань;хром;хром;"Lumina Deco";E14;220-240;40;IP20;"8, 6-9";;;920;500;"550 - 1200";;"https://luminadecoshop.ru/22414/khrustalnaya-podvesnaya-lyustra-lumina-deco-fianelo-ldp-1248-8-bk.jpg;https://luminadecoshop.ru/24360/khrustalnaya-podvesnaya-lyustra-lumina-deco-fianelo-ldp-1248-8-bk.jpg;https://luminadecoshop.ru/24648/khrustalnaya-podvesnaya-lyustra-lumina-deco-fianelo-ldp-1248-8-bk.jpg";;2
"LDP 1230-12 MD";"Подвесная люстра Lumina Deco Libero LDP 1230-12 MD";Люстры;"Классический, Индустриальный";104520;"прозрачный, янтарный";прозрачный;"хрусталь, стекло, металл";стекло;янтарный;янтарный;"Lumina Deco";E14;220-240;40;IP20;"12, 10 и выше";830;830;;670;"700 - 1500";;"https://luminadecoshop.ru/24362/podvesnaya-lyustra-lumina-deco-libero-ldp-1230-12-md.jpg;https://luminadecoshop.ru/24463/podvesnaya-lyustra-lumina-deco-libero-ldp-1230-12-md.jpg;https://luminadecoshop.ru/24645/podvesnaya-lyustra-lumina-deco-libero-ldp-1230-12-md.jpg";;3
"LDP 1230-12 CHR";"Подвесная люстра Lumina Deco Libero LDP 1230-12 CHR";Люстры;"Классический, Индустриальный";101280;хром;прозрачный;"хрусталь, стекло, металл";стекло;золотой;золотой;"Lumina Deco";E14;220-240;40;IP20;"12, 10 и выше";830;;;670;"700 - 1500";LIBERO;"https://luminadecoshop.ru/24363/podvesnaya-lyustra-lumina-deco-libero-ldp-1230-12-chr.jpg;https://luminadecoshop.ru/24462/podvesnaya-lyustra-lumina-deco-libero-ldp-1230-12-chr.jpg;https://luminadecoshop.ru/24646/podvesnaya-lyustra-lumina-deco-libero-ldp-1230-12-chr.jpg";;3
"LDP 1225-4 BK+GD";"Подвесная люстра Lumina Deco Demetra LDP 1225-4 BK+GD";Светильники;"Классический, Индустриальный, Скандинавский, Лофт";52440;"черный, золотой, прозрачный";прозрачный;"металл, стекло";стекло;золотой;золотой;"Lumina Deco";E14;220-240;40;IP20;4;400;400;;420;"450 -1200";;"https://luminadecoshop.ru/24460/podvesnaya-lyustra-lumina-deco-demetra-ldp-1225-4-bkgd.jpg;https://luminadecoshop.ru/24641/podvesnaya-lyustra-lumina-deco-demetra-ldp-1225-4-bkgd.jpg";;4
"LDP 1224-8 BK+MD";"Подвесная люстра Lumina Deco Vigatto LDP 1224-8 BK+MD";Светильники;"Классический, Индустриальный, Лофт";93000;"черный, прозрачный, янтарный";прозрачный;"металл, стекло";стекло;янтарный;янтарный;"Lumina Deco";E27;220-240;40;IP20;"8, 6-9";600;600;;720;"750 - 1600";;"https://luminadecoshop.ru/24459/podvesnaya-lyustra-lumina-deco-vigatto-ldp-1224-8-bkmd.jpg;https://luminadecoshop.ru/24640/podvesnaya-lyustra-lumina-deco-vigatto-ldp-1224-8-bkmd.jpg";;1
"LDP 1223-4 BK+MD";"Подвесная люстра Lumina Deco Quadrato LDP 1223-4 BK+MD";Светильники;"Классический, Индустриальный, Лофт";67440;"черный, золотой, прозрачный";прозрачный;"металл, стекло";стекло;золотой;золотой;"Lumina Deco";E14;220-240;40;IP20;4;410;410;;450;"500 - 1200";;"https://luminadecoshop.ru/24457/podvesnaya-lyustra-lumina-deco-quadrato-ldp-1223-4-bkmd.jpg;https://luminadecoshop.ru/24637/podvesnaya-lyustra-lumina-deco-quadrato-ldp-1223-4-bkmd.jpg";;8
"LDP 1221-6 BK+MD";"Подвесная люстра Lumina Deco Bonton LDP 1221-6 BK+MD";Люстры;"Классический, Индустриальный, Лофт";56280;"черный, прозрачный, янтарный";прозрачный;"металл, стекло";стекло;янтарный;янтарный;"Lumina Deco";E27;220-240;40;IP20;"6, 6-9";540;540;;610;"650 - 1400";;"https://luminadecoshop.ru/22409/podvesnaya-lyustra-lumina-deco-bonton-ldp-1221-6-bkmd.jpg;https://luminadecoshop.ru/24456/podvesnaya-lyustra-lumina-deco-bonton-ldp-1221-6-bkmd.jpg";;9
"LDP 1220-4 MD";"Подвесная люстра Lumina Deco Santini LDP 1220-4 MD";Люстры;"Классический, Индустриальный, Лофт";48600;"прозрачный, янтарный";прозрачный;"металл, стекло";стекло;янтарный;янтарный;"Lumina Deco";E27;220-240;40;IP20;4;550;130;;660;"700 - 1400";;"https://luminadecoshop.ru/22405/podvesnaya-lyustra-lumina-deco-santini-ldp-1220-4-md.jpg;https://luminadecoshop.ru/24453/podvesnaya-lyustra-lumina-deco-santini-ldp-1220-4-md.jpg;https://luminadecoshop.ru/24454/podvesnaya-lyustra-lumina-deco-santini-ldp-1220-4-md.jpg";;3
"LDW 1240-1 GD";"Бра Lumina Deco Valentina LDW 1240-1 GD";Бра;Классический;8400;золотой;золотой;"ткань, хрусталь, стекло, металл";ткань;;;"Lumina Deco";E14;220-240;40;IP20;1;;;140;390;;VALENTINA;"https://luminadecoshop.ru/28676/bra-lumina-deco-valentina-ldw-1240-1-gd.jpg;https://luminadecoshop.ru/28683/bra-lumina-deco-valentina-ldw-1240-1-gd.jpg;https://luminadecoshop.ru/28684/bra-lumina-deco-valentina-ldw-1240-1-gd.jpg;https://luminadecoshop.ru/28685/bra-lumina-deco-valentina-ldw-1240-1-gd.jpg";;2
"LDW 1240-1 CHR";"Бра Lumina Deco Valentina LDW 1240-1 CHR";Бра;Классический;8400;хром;хром;"ткань, хрусталь, стекло, металл";ткань;;;"Lumina Deco";E14;220-240;40;IP20;1;;;"14 см";"39 см";;VALENTINA;"https://luminadecoshop.ru/24444/bra-lumina-deco-valentina-ldw-1240-1-chr.jpg;https://luminadecoshop.ru/25686/bra-lumina-deco-valentina-ldw-1240-1-chr.jpg";;8
"LDP 1249-4 CHR+WT";"Подвесная люстра Lumina Deco Montero LDP 1249-4 CHR+WT";Люстры;"Классический, Индустриальный";27400;"белый, хром";белый;"ткань, хрусталь, стекло, металл";ткань;хром;хром;"Lumina Deco";E14;220-240;40;IP20;4;600;600;;630;"650 - 1400";MONTERO;"https://luminadecoshop.ru/24442/podvesnaya-lyustra-lumina-deco-montero-ldp-1249-4-chrwt.jpg;https://luminadecoshop.ru/24443/podvesnaya-lyustra-lumina-deco-montero-ldp-1249-4-chrwt.jpg;https://luminadecoshop.ru/24650/podvesnaya-lyustra-lumina-deco-montero-ldp-1249-4-chrwt.jpg";;20
"LDP 1220-9 MD";"Подвесная люстра Lumina Deco Santini LDP 1220-9 MD";Люстры;"Классический, Индустриальный, Лофт";91440;"прозрачный, янтарный";прозрачный;"металл, стекло";стекло;янтарный;янтарный;"Lumina Deco";E27;220-240;40;IP20;"6-9, 9";760;130;;680;"700 - 1400";SANTINI;"https://luminadecoshop.ru/22407/podvesnaya-lyustra-lumina-deco-santini-ldp-1220-9-md.jpg;https://luminadecoshop.ru/24436/podvesnaya-lyustra-lumina-deco-santini-ldp-1220-9-md.jpg;https://luminadecoshop.ru/24437/podvesnaya-lyustra-lumina-deco-santini-ldp-1220-9-md.jpg;https://luminadecoshop.ru/24438/podvesnaya-lyustra-lumina-deco-santini-ldp-1220-9-md.jpg";;3
"LDP 6818-6 MD";"Подвесная люстра Lumina Deco Miconos LDP 6818-6 MD";Светильники;"Классический, Индустриальный, Лофт";55440;"прозрачный, янтарный";прозрачный;"металл, стекло";стекло;янтарный;янтарный;"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";340;340;;520;"550 - 1300";MICONOS;"https://luminadecoshop.ru/24434/podvesnaya-lyustra-lumina-deco-miconos-ldp-6818-6-md.jpg;https://luminadecoshop.ru/24435/podvesnaya-lyustra-lumina-deco-miconos-ldp-6818-6-md.jpg;https://luminadecoshop.ru/25369/podvesnaya-lyustra-lumina-deco-miconos-ldp-6818-6-md.jpg";;2
"LDP 1224-4 BK+MD";"Подвесная люстра Lumina Deco Vigatto LDP 1224-4 BK+MD";Светильники;"Классический, Индустриальный, Лофт";62280;"черный, прозрачный, янтарный";прозрачный;"металл, стекло";стекло;янтарный;янтарный;"Lumina Deco";E14;220-240;40;IP20;4;470;470;;640;"700 - 1500";VIGATTO;"https://luminadecoshop.ru/24432/podvesnaya-lyustra-lumina-deco-vigatto-ldp-1224-4-bkmd.jpg;https://luminadecoshop.ru/24433/podvesnaya-lyustra-lumina-deco-vigatto-ldp-1224-4-bkmd.jpg;https://luminadecoshop.ru/24639/podvesnaya-lyustra-lumina-deco-vigatto-ldp-1224-4-bkmd.jpg";;7
"LDP 6816-3 MD";"Подвесная люстра Lumina Deco Mirana LDP 6816-3 MD";Светильники;"Классический, Индустриальный, Лофт";45480;"прозрачный, янтарный";прозрачный;"металл, стекло";стекло;янтарный;янтарный;"Lumina Deco";E14;220-240;40;IP20;3;450;450;;620;"650 - 1400";;"https://luminadecoshop.ru/24430/podvesnaya-lyustra-lumina-deco-mirana-ldp-6816-3-md.jpg;https://luminadecoshop.ru/24431/podvesnaya-lyustra-lumina-deco-mirana-ldp-6816-3-md.jpg;https://luminadecoshop.ru/25168/podvesnaya-lyustra-lumina-deco-mirana-ldp-6816-3-md.jpg";;14
"LDP 1222-4 MD";"Подвесная люстра Lumina Deco Atlanta LDP 1222-4 MD";Люстры;"Классический, Индустриальный, Лофт";72480;"прозрачный, янтарный";прозрачный;"металл, стекло";стекло;янтарный;янтарный;"Lumina Deco";E14;220-240;40;IP20;4;;;220;460;"500 - 1200";;"https://luminadecoshop.ru/24424/podvesnaya-lyustra-lumina-deco-atlanta-ldp-1222-4-md.jpg;https://luminadecoshop.ru/25303/podvesnaya-lyustra-lumina-deco-atlanta-ldp-1222-4-md.jpg";;3
"LDP 107-200 GD";"Подвесной светильник Lumina Deco Lobos LDP 107-200 GD";Светильники;Современный;5800;золотой;золотой;"металл, стекло";стекло;золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;200;"300 - 1400";"LOBOS ";"https://luminadecoshop.ru/24386/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-gd.jpg;https://luminadecoshop.ru/24387/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-gd.jpg;https://luminadecoshop.ru/24390/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-gd.jpg;https://luminadecoshop.ru/24391/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-gd.jpg;https://luminadecoshop.ru/24392/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-gd.jpg;https://luminadecoshop.ru/24393/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-gd.jpg;https://luminadecoshop.ru/25949/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-gd.jpg";3;26
"LDP 107-200 R.GD";"Подвесной светильник Lumina Deco Lobos LDP 107-200 R.GD";Светильники;Современный;5800;"розовое золото";"розовое золото";"металл, стекло";стекло;розово-золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;200;"300 - 1400";"LOBOS ";"https://luminadecoshop.ru/24395/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-rgd.jpg;https://luminadecoshop.ru/24396/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-rgd.jpg;https://luminadecoshop.ru/24397/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-rgd.jpg;https://luminadecoshop.ru/24398/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-rgd.jpg;https://luminadecoshop.ru/24399/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-rgd.jpg;https://luminadecoshop.ru/24400/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-rgd.jpg;https://luminadecoshop.ru/24401/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-rgd.jpg;https://luminadecoshop.ru/25951/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-rgd.jpg";3;1
"LDP 1230-8 CHR";"Подвесная люстра Lumina Deco Libero LDP 1230-8 CHR";Люстры;"Классический, Индустриальный";67080;хром;прозрачный;"хрусталь, стекло, металл";стекло;хром;хром;"Lumina Deco";E14;220-240;40;IP20;"8, 6-9";700;;;670;"700 - 1500";LIBERO;"https://luminadecoshop.ru/24402/podvesnaya-lyustra-lumina-deco-libero-ldp-1230-8-chr.jpg;https://luminadecoshop.ru/24417/podvesnaya-lyustra-lumina-deco-libero-ldp-1230-8-chr.jpg;https://luminadecoshop.ru/24642/podvesnaya-lyustra-lumina-deco-libero-ldp-1230-8-chr.jpg";;7
"LDP 8066-500 GY";"Подвесной светильник Lumina Deco Tosso LDP 8066-500 GY";Светильники;Современный;50500;"прозрачный, хром";"прозрачный, хром";"металл, стекло, хрусталь";стекло;хром;прозрачный;"Lumina Deco";G9;220-240;40;IP20;"6, 6-9";500;500;;250;"300 - 1200";TOSSO;"https://luminadecoshop.ru/24403/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-500-gy.jpg;https://luminadecoshop.ru/24404/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-500-gy.jpg;https://luminadecoshop.ru/25437/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-500-gy.jpg";9;11
"LDW 6802 TEA";"Бра Lumina Deco Navarro LDW 6802 TEA";Бра;"Индустриальный, Лофт";10080;"янтарный, бронза";бронза;"стекло, металл";стекло;черный;;"Lumina Deco";E27;220-240;40;IP20;1;150;150;;250;;NAVARRO;"https://luminadecoshop.ru/24468/bra-lumina-deco-navarro-ldw-6802-tea.jpg;https://luminadecoshop.ru/24469/bra-lumina-deco-navarro-ldw-6802-tea.jpg;https://luminadecoshop.ru/25654/bra-lumina-deco-navarro-ldw-6802-tea.jpg";3;4
"LDP 107-200 CHR";"Подвесной светильник Lumina Deco Lobos LDP 107-200 CHR";Светильники;Современный;5800;хром;хром;"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;200;"250 - 1400";"LOBOS ";"https://luminadecoshop.ru/22299/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-chr.jpg;https://luminadecoshop.ru/24751/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-chr.jpg;https://luminadecoshop.ru/24752/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-chr.jpg;https://luminadecoshop.ru/24753/podvesnoj-svetilnik-lumina-deco-lobos-ldp-107-200-chr.jpg";3;14
"LDW 11336 GY";"Бра Lumina Deco Zagallo LDW 11336 GY";Бра;"Индустриальный, Лофт";8280;"бронза, дымчатый серый";"хром, серый";металл;стекло;черный;;"Lumina Deco";E27;220-240;40;IP20;1;180;180;;250;;"ZAGALLO ";"https://luminadecoshop.ru/22342/bra-lumina-deco-zagallo-ldw-11336-gy.jpg;https://luminadecoshop.ru/24754/bra-lumina-deco-zagallo-ldw-11336-gy.jpg;https://luminadecoshop.ru/24755/bra-lumina-deco-zagallo-ldw-11336-gy.jpg";3;7
"LDP 1218-1 GY+BK";"Подвесной светильник Lumina Deco Rico LDP 1218-1 GY+BK";Светильники;"Современный, Лофт";19320;"дымчатый серый";"темно серый";металл;стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;140;140;;260;"300 - 1200";RICO;"https://luminadecoshop.ru/24759/podvesnoj-svetilnik-lumina-deco-rico-ldp-1218-1-gybk.jpg;https://luminadecoshop.ru/24760/podvesnoj-svetilnik-lumina-deco-rico-ldp-1218-1-gybk.jpg;https://luminadecoshop.ru/24761/podvesnoj-svetilnik-lumina-deco-rico-ldp-1218-1-gybk.jpg;https://luminadecoshop.ru/24762/podvesnoj-svetilnik-lumina-deco-rico-ldp-1218-1-gybk.jpg";2;46
"LDP 1219-200 WT+GD";"Подвесной светильник Lumina Deco Orito LDP 1219-200 WT+GD";Светильники;Современный;9960;"белый, золотой";белый;металл;стекло;белый;черный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;280;"300 - 1300";ORITO;"https://luminadecoshop.ru/24777/podvesnoj-svetilnik-lumina-deco-orito-ldp-1219-200-wtgd.jpg;https://luminadecoshop.ru/24781/podvesnoj-svetilnik-lumina-deco-orito-ldp-1219-200-wtgd.jpg;https://luminadecoshop.ru/24782/podvesnoj-svetilnik-lumina-deco-orito-ldp-1219-200-wtgd.jpg";2;15
"LDP 1219-300 WT+WT";"Подвесной светильник Lumina Deco Orito LDP 1219-300 WT+WT";Светильники;Современный;14880;белый;белый;металл;стекло;белый;белый;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;400;"450 - 1350";ORITO;"https://luminadecoshop.ru/24783/podvesnoj-svetilnik-lumina-deco-orito-ldp-1219-300-wtwt.jpg;https://luminadecoshop.ru/24784/podvesnoj-svetilnik-lumina-deco-orito-ldp-1219-300-wtwt.jpg;https://luminadecoshop.ru/24785/podvesnoj-svetilnik-lumina-deco-orito-ldp-1219-300-wtwt.jpg";3;15
"LDP 1219-300 WT+GD";"Подвесной светильник Lumina Deco Orito LDP 1219-300 WT+GD";Светильники;Современный;14880;"белый, золотой";белый;металл;стекло;белый;белый;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;400;"450 - 1350";ORITO;"https://luminadecoshop.ru/24786/podvesnoj-svetilnik-lumina-deco-orito-ldp-1219-300-wtgd.jpg;https://luminadecoshop.ru/24787/podvesnoj-svetilnik-lumina-deco-orito-ldp-1219-300-wtgd.jpg;https://luminadecoshop.ru/24788/podvesnoj-svetilnik-lumina-deco-orito-ldp-1219-300-wtgd.jpg";3;14
"LDP 6814 GY";"Подвесной светильник Lumina Deco Cesio LDP 6814 GY";Светильники;"Современный, Скандинавский";10560;"дымчатый серый";"темно серый";"металл, стекло";стекло;хром;черный;"Lumina Deco";E27;220-240;40;IP20;1;140;140;;300;"350 - 1250";NORDICA;"https://luminadecoshop.ru/24789/podvesnoj-svetilnik-lumina-deco-cesio-ldp-6814-gy.jpg;https://luminadecoshop.ru/25139/podvesnoj-svetilnik-lumina-deco-cesio-ldp-6814-gy.jpg";2;8
"LDP 6814 PR";"Подвесной светильник Lumina Deco Cesio LDP 6814 PR";Светильники;"Современный, Скандинавский";10560;хром;прозрачный;"металл, стекло";стекло;хром;черный;"Lumina Deco";E27;220-240;40;IP20;1;140;140;;300;"350 - 1250";NORDICA;"https://luminadecoshop.ru/26923/podvesnoj-svetilnik-lumina-deco-cesio-ldp-6814-pr.jpg;https://luminadecoshop.ru/26924/podvesnoj-svetilnik-lumina-deco-cesio-ldp-6814-pr.jpg;https://luminadecoshop.ru/26925/podvesnoj-svetilnik-lumina-deco-cesio-ldp-6814-pr.jpg";2;11
"LDP 6815 CHR";"Подвесной светильник Lumina Deco Etrica LDP 6815 CHR";Светильники;"Современный, Скандинавский";12360;хром;хром;"металл, стекло";стекло;хром;черный;"Lumina Deco";E27;220-240;40;IP20;1;140;140;;300;"350 - 1250";ETRICA;"https://luminadecoshop.ru/24791/podvesnoj-svetilnik-lumina-deco-etrica-ldp-6815-chr.jpg;https://luminadecoshop.ru/24792/podvesnoj-svetilnik-lumina-deco-etrica-ldp-6815-chr.jpg;https://luminadecoshop.ru/25045/podvesnoj-svetilnik-lumina-deco-etrica-ldp-6815-chr.jpg";;15
"LDP 6812 GY";"Подвесной светильник Lumina Deco Cesio LDP 6812 GY";Светильники;Современный;21000;"хром, дымчатый серый";"темно серый, хром";"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;300;"350 - 1100";CESIO;"https://luminadecoshop.ru/24800/podvesnoj-svetilnik-lumina-deco-cesio-ldp-6812-gy.jpg;https://luminadecoshop.ru/25041/podvesnoj-svetilnik-lumina-deco-cesio-ldp-6812-gy.jpg";3,5;3
"LDP 6812 PR";"Подвесной светильник Lumina Deco Cesio LDP 6812 PR";Светильники;Современный;21000;"прозрачный, хром";прозрачный;"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;300;"350 - 1100";CESIO;"https://luminadecoshop.ru/26823/podvesnoj-svetilnik-lumina-deco-cesio-ldp-6812-pr.jpg;https://luminadecoshop.ru/26824/podvesnoj-svetilnik-lumina-deco-cesio-ldp-6812-pr.jpg;https://luminadecoshop.ru/26825/podvesnoj-svetilnik-lumina-deco-cesio-ldp-6812-pr.jpg";3,5;10
"LDP 6813 PR";"Подвесной светильник Lumina Deco Monti LDP 6813 PR";Светильники;Современный;15960;хром;прозрачный;"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;180;180;;330;"350 - 1200";MONTI;"https://luminadecoshop.ru/26926/podvesnoj-svetilnik-lumina-deco-monti-ldp-6813-pr.jpg;https://luminadecoshop.ru/26927/podvesnoj-svetilnik-lumina-deco-monti-ldp-6813-pr.jpg;https://luminadecoshop.ru/26928/podvesnoj-svetilnik-lumina-deco-monti-ldp-6813-pr.jpg";;2
"LDP 6850 BK";"Подвесной светильник Lumina Deco Raveo LDP 6850 BK";Светильники;Современный;26160;"черный, прозрачный";"черный, прозрачный";"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;400;400;;200;"300 - 1200";RAVEO;"https://luminadecoshop.ru/22192/podvesnoj-svetilnik-lumina-deco-raveo-ldp-6850-bk.jpg;https://luminadecoshop.ru/22771/podvesnoj-svetilnik-lumina-deco-raveo-ldp-6850-bk.jpg;https://luminadecoshop.ru/23248/podvesnoj-svetilnik-lumina-deco-raveo-ldp-6850-bk.jpg;https://luminadecoshop.ru/23719/podvesnoj-svetilnik-lumina-deco-raveo-ldp-6850-bk.jpg;https://luminadecoshop.ru/24805/podvesnoj-svetilnik-lumina-deco-raveo-ldp-6850-bk.jpg;https://luminadecoshop.ru/25046/podvesnoj-svetilnik-lumina-deco-raveo-ldp-6850-bk.jpg";4,5;6
"LDP 6850 WT";"Подвесной светильник Lumina Deco Raveo LDP 6850 WT";Светильники;Современный;26160;"белый, прозрачный";"белый, прозрачный";"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;400;400;;200;"300 - 1200";RAVEO;"https://luminadecoshop.ru/24806/podvesnoj-svetilnik-lumina-deco-raveo-ldp-6850-wt.jpg;https://luminadecoshop.ru/24807/podvesnoj-svetilnik-lumina-deco-raveo-ldp-6850-wt.jpg;https://luminadecoshop.ru/25047/podvesnoj-svetilnik-lumina-deco-raveo-ldp-6850-wt.jpg";4,5;6
"LDP 1029-3 GD";"Подвесной светильник Lumina Deco Veroni LDP 1029-3 GD";Светильники;Современный;26880;"золотой, прозрачный";"золотой, прозрачный";"металл, стекло";стекло;золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;3;500;"150, 200, 300";;350;"450 - 1200";VERONI;"https://luminadecoshop.ru/24808/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-3-gd.jpg;https://luminadecoshop.ru/24809/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-3-gd.jpg;https://luminadecoshop.ru/24810/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-3-gd.jpg;https://luminadecoshop.ru/24811/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-3-gd.jpg";6;1
"LDP 1029-3 R.GD";"Подвесной светильник Lumina Deco Veroni LDP 1029-3 R.GD";Светильники;Современный;26880;"розовое золото, прозрачный";"розовое золото, прозрачный";"металл, стекло";стекло;розово-золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;3;500;"150, 200, 300";;350;"450 - 1200";VERONI;"https://luminadecoshop.ru/24815/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-3-rgd.jpg;https://luminadecoshop.ru/24816/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-3-rgd.jpg;https://luminadecoshop.ru/24817/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-3-rgd.jpg";6;5
"LDW 1029-1 R.GD";"Бра Lumina Deco Veroni LDW 1029-1 R.GD";Бра;Современный;7920;"розовое золото";"розовое золото";"металл, стекло";стекло;розово-золотой;прозрачный;"Lumina Deco";G9;220-240;40;IP20;1;150;150;200;200;;VERONI;"https://luminadecoshop.ru/22286/bra-lumina-deco-veroni-ldw-1029-1-rgd.jpg;https://luminadecoshop.ru/24818/bra-lumina-deco-veroni-ldw-1029-1-rgd.jpg;https://luminadecoshop.ru/24819/bra-lumina-deco-veroni-ldw-1029-1-rgd.jpg";2;11
"LDW 1029-1 GD";"Бра Lumina Deco Veroni LDW 1029-1 GD";Бра;Современный;7920;золотой;"золотой, прозрачный";"металл, стекло";стекло;золотой;прозрачный;"Lumina Deco";G9;220-240;40;IP20;1;150;150;200;200;;VERONI;"https://luminadecoshop.ru/22285/bra-lumina-deco-veroni-ldw-1029-1-gd.jpg;https://luminadecoshop.ru/24820/bra-lumina-deco-veroni-ldw-1029-1-gd.jpg;https://luminadecoshop.ru/24821/bra-lumina-deco-veroni-ldw-1029-1-gd.jpg";2;17
